204,,
208,1,118725548
212,,
216,,
220,,
224,,
228,1,25837676
232,1,63613267
236,1,41726768
240,1,397744183
244,,
248,0,210849298
252,1,17103392
256,,
260,1,192499682
264,1,9791378
268,,
272,,
276,1,361308896
280,,
284,0,170965492
288,,
292,,
296,0,80947391
300,1,50154664
304,,
16680,0,323371331
16684,1,32977652
16688,1,46485824
16692,1,159675624
16696,1,13517762
25018,,
55229,,
55233,,
55237,1,98903408
55241,0,188463412
55245,1,124509312
55249,0,17248277
55253,0,222853040
55257,,
55261,0,10894958
55265,,
55269,0,46781944
55273,,
55277,1,31813688
55281,,
55285,,
86483,1,159953977
86487,,
86491,0,37211303
86495,0,78742158
86499,,
86503,,
86507,1,413455875
86511,1,121906768
86515,1,302855808
86519,,
86523,,
86527,,
86531,,
86535,1,51340875
86539,,
86543,,
86547,,
97875,1,33689042
97879,,
97883,1,58513056
97887,,
97891,0,20906354
97895,,
97899,,
97903,1,290039678
97907,1,219427074
97911,1,256469792
97915,1,96320336
104180,0,240867378
104184,,
104188,1,125374347
104192,,
116460,,
116464,0,108462606
116468,1,8855508
116472,1,55800401
116476,,
116480,,
116484,,
116488,1,84057206
116492,,
116496,0,59032139
116500,0,34106616
116504,1,18833288
116508,,
116512,1,44465117
117835,,
117839,1,147521306
117843,1,58352372
117847,,
117851,,
117855,0,477372728
117859,,
146724,,
146728,,
146732,0,558985088
146736,1,328873058
146740,0,12430352
146744,,
146748,1,96847043
146752,,
173203,,
173207,,
173211,,
173215,1,36345472
173219,1,21289910
173223,,
203254,,
203258,1,13134288
203262,1,143147922
203266,,
203270,,
203274,,
203278,,
203282,1,79065249
203286,,
203290,,
203294,,
203298,,
203302,1,368250344
203306,,
203310,,
203314,1,11120089
232251,,
232255,1,214569180
232259,,
232263,,
232267,,
232271,1,15402446
232275,0,64465608
251987,1,39786868
251991,1,50016236
251995,,
251999,,
252003,,
261479,0,158684482
261483,1,40723568
261487,,
261491,,
284220,,
284224,,
284228,,
284232,,
284236,1,532111412
308645,1,547600477
317854,1,358927016
317858,,
317862,0,8773388
317866,,
317870,,
317874,,
317878,0,154223912
317882,,
317886,0,169632878
317890,,
317894,1,21703636
317898,,
317902,,
318937,0,12672510
318941,0,33038272
318945,,
318949,1,41908160
318953,,
318957,,
318961,,
318965,1,114613552
318969,,
318973,,
318977,1,341832291
318981,1,407291322
318985,1,9888416
318989,0,396519608
318993,,
331300,,
331304,1,320281553
331308,,
331312,,
331316,,
331320,,
331324,,
331328,1,61687526
331332,,
331336,1,441070776
331340,0,186398258
331344,1,109994630
331348,,
331352,1,63795792
331356,,
331360,,
331364,,
331368,,
331372,1,30546029
331376,0,147892602
331380,,
331384,1,16925080
331388,1,51851258
331392,,
331396,1,328544780
331400,,
331404,,
331408,,
331412,,
331416,,
331420,,
331424,,
331428,1,69636698
341260,,
341264,,
341268,0,555502784
341272,1,63353468
341276,0,10265268
341280,1,312544349
341284,,
341288,1,272004454
341292,1,12801596
341296,,
341300,1,54067369
355016,,
355020,0,28051251
355024,,
355028,,
355032,,
355036,1,124486458
355040,0,232499574
355044,0,333059384
355048,,
355052,1,9717320
355056,0,338496763
355060,1,53193110
355064,1,281426587
355068,1,92291668
355072,1,363547632
355076,1,29779204
355080,,
373307,,
373311,1,419925120
373315,0,93233381
373319,,
373323,,
381775,,
381779,0,24536020
381783,0,225766064
381787,1,38123110
381791,,
381795,,
381799,1,53968457
381803,1,71501114
381807,1,9573027
381811,1,23834984
381815,,
381819,1,177657968
381823,1,498354593
381827,,
381831,1,244876763
381835,1,123784421
381839,1,117560130
381843,1,333179864
381847,1,118945832
381851,1,507857688
381855,0,14924418
381859,,
381863,,
381867,,
381871,0,168923332
381875,0,98146952
381879,0,51485230
381883,,
381887,,
381891,,
381895,,
381899,1,51178888
381903,,
381907,,
381911,,
381915,,
381919,,
381923,1,61183410
381927,,
381931,1,265918328
381935,,
381939,1,29646238
381943,1,187502542
381947,,
381951,,
381955,,
381959,1,331892888
412487,,
428281,1,23969258
444703,1,291718040
444707,1,70350368
444711,1,21538454
444715,,
444719,1,137526368
444723,1,123149558
444727,1,444711033
444731,,
448289,0,262092914
448293,1,297358601
448297,0,25693088
448301,1,89307756
448305,1,323979674
448309,,
448313,,
448317,,
448321,,
448325,1,68567552
448329,1,303158744
448333,,
448337,1,30238387
448341,,
448345,,
448349,,
448353,1,11969248
448357,0,66387187
448361,,
448365,,
453852,1,104132776
453856,,
453860,1,255172808
453864,,
453868,0,42214326
453872,1,221552580
453876,1,242863320
467244,,
467248,,
467252,1,146673131
467256,1,124605995
467260,,
467264,,
467268,,
467272,1,12087380
467276,,
467280,1,79791548
467284,1,167903659
467288,,
467292,,
467296,1,56318720
467300,,
467304,,
467308,0,279044319
490712,1,78175718
490716,1,390582443
490720,1,26087312
490724,,
490728,1,44993551
490732,,
490736,,
490740,,
490744,,
505801,1,9867404
505805,,
505809,1,182583398
505813,1,108347928
505817,,
505821,0,15713454
505825,,
505829,1,474812254
505833,,
505837,,
505841,,
505845,,
505849,0,82660478
505853,1,285455690
505857,0,346303328
505861,1,161293760
505865,,
505869,1,20755184
505873,,
505877,,
537459,1,234887450
537463,0,102574276
537467,,
537471,,
537475,,
537479,0,70469944
537483,1,73533128
551630,,
551634,0,407339313
563488,,
563492,1,325325798
563496,1,111567966
563500,1,47195857
563504,0,158793303
563508,,
563512,1,244339840
563516,0,227710177
575860,1,120560867
575864,1,17721608
607521,1,45452649
607525,1,613395521
607529,,
627375,1,104843688
627379,1,26613308
627383,1,145018080
627498,1,125319757
627502,1,151912095
627506,1,333439508
627510,,
627514,1,279410292
627518,,
627522,,
627526,,
627530,1,92337504
627534,,
627538,,
627542,1,193827686
627546,,
627550,,
627554,1,348200796
627558,0,69105088
627562,1,15100304
650337,,
650341,1,250933224
650345,1,595925478
650349,1,18886832
650353,,
650357,,
650361,1,74909523
650365,1,225162612
650369,1,190718784
650373,1,17229953
650377,,
650381,,
650385,1,283139438
650389,1,65934037
650393,1,113983085
650397,,
650401,,
650405,0,348791360
650409,,
650413,,
650417,0,138881678
650421,,
650425,,
650429,1,231273458
650433,1,132006634
650437,,
650441,1,249455696
650445,0,121268744
650449,0,256185854
650453,0,135064170
650457,1,430735955
650461,,
650465,,
650469,,
650473,,
655892,1,102616274
655896,0,16234871
655900,,
655904,,
685395,,
685399,,
685403,,
685407,,
685411,1,27142668
685415,1,423207508
685419,1,118747478
685423,0,99808988
685427,1,269363599
685431,1,23895242
685435,1,72284825
694521,,
694525,1,80741578
694529,0,14496394
694533,1,80533148
694537,1,25753112
694541,,
694545,,
694549,,
694553,,
694557,,
694561,1,42935360
694565,,
694569,,
694573,1,86908032
694577,0,18268248
694581,0,75395280
694585,0,161814063
694589,,
694593,,
694597,,
694601,,
694605,,
694609,,
694613,,
719568,,
719572,,
719576,1,196275200
719580,,
719584,1,12339895
719588,,
719592,,
719596,,
719600,,
719604,0,153431168
719608,1,54505872
719612,,
719616,1,218347040
719620,0,102045413
719624,,
719628,0,301727408
719632,1,207840173
719636,,
719640,1,14394504
719644,,
719648,,
719652,1,67040196
719656,,
738143,1,118179200
738147,1,39140661
738151,,
738155,,
738159,0,288434024
769281,,
769285,,
769289,0,331586082
769293,0,347049928
769297,1,208848773
769301,1,67037556
769305,1,28792932
769309,,
769313,,
769317,1,291168248
769321,,
769325,0,86969236
769329,,
769333,,
769337,0,14630858
769341,,
769345,,
769349,,
769353,,
769357,1,123843308
799957,,
805513,0,176130920
823958,1,44373432
823962,1,46583170
823966,,
823970,1,122882344
823974,1,254980169
823978,,
823982,1,244395470
823986,,
823990,1,348824588
823994,,
823998,,
824002,,
824006,0,9197213
824010,1,114537560
824014,1,135483584
824018,1,48125498
824022,,
824026,1,36851777
824030,,
824034,,
824038,,
824042,1,44871783
824046,,
824050,1,95269120
824054,1,182590342
824058,,
824062,1,460337276
824066,1,213552813
824070,,
824074,1,68625584
824078,0,167357077
824082,1,234150730
824086,1,184121984
824090,,
824094,,
824098,,
824102,,
847759,,
847763,0,213345128
847767,1,67631678
847771,1,107119149
864175,1,53031624
864179,1,48404896
864183,1,179773447
864187,,
864191,,
864195,,
864199,,
864203,1,266881930
891600,,
904359,,
904363,0,228875568
904367,,
904371,0,194503024
904375,,
904379,,
904383,,
904387,1,11044073
904391,,
904395,,
904399,1,43534708
928787,1,27992876
928791,,
937805,,
937809,,
937813,1,137770508
937817,1,170781703
937821,1,141631868
937825,,
937829,0,68600672
937833,,
937837,,
937841,1,27279894
937845,,
937849,,
952281,1,144290066
952285,1,342390506
952289,,
952293,1,219123118
975342,,
975346,1,74877602
975350,,
981778,1,101359114
981782,,
981786,,
981790,,
981794,0,286541288
981798,,
981802,,
981806,,
981810,1,54238460
981814,,
981818,1,92432480
981822,,
981826,1,22772897
981830,0,357899105
981834,1,51520532
981838,,
981842,,
981846,1,99423013
981850,,
981854,,
981858,1,200244158
981862,,
981866,1,50169875
